genres,id,keywords,overview,tagline,title,cast,crew
"['Fantasy', 'Thriller', 'Action', 'Crime']",47327,"['bone', 'car explosion', 'premarital sex', 'satanic cult', ""driver's license"", 'finger gun', 'backhand slap', 'car jump', 'man punching a woman', 'magic trick']","['Milton', 'is', 'a', 'hardened', 'felon', 'who', 'has', 'broken', 'out', 'of', 'Hell,', 'intent', 'on', 'finding', 'the', 'vicious', 'cult', 'who', 'brutally', 'murdered', 'his', 'daughter', 'and', 'kidnapped', 'her', 'baby.', 'He', 'joins', 'forces', 'with', 'Piper,', 'a', 'sexy,', 'tough-as-nails', 'waitress', 'with', 'a', '69', 'Charger,', ""who's"", 'also', 'seeking', 'redemption', 'of', 'her', 'own.', 'Caught', 'in', 'a', 'deadly', 'race', 'against', 'time,', 'Milton', 'has', 'three', 'days', 'to', 'avoid', 'capture,', 'avenge', 'his', ""daughter's"", 'death,', 'and', 'save', 'her', 'baby', 'before', ""she's"", 'mercilessly', 'sacrificed', 'by', 'the', 'cult.']","['One', 'hell', 'of', 'a', 'ride.']",Drive Angry,"['Nicolas Cage', 'Amber Heard', 'William Fichtner']",['Patrick Lussier']
"['Action', 'Adventure', 'Science Fiction', 'Thriller']",15268,"['martial arts', 'revenge', 'street fighter', 'based on video game']","['When', 'a', 'teenager,', 'Chun-Li', 'witnesses', 'the', 'kidnapping', 'of', 'her', 'father', 'by', 'wealthy', 'crime', 'lord', 'M.', 'Bison.', 'When', 'she', 'grows', 'up,', 'she', 'goes', 'into', 'a', 'quest', 'for', 'vengeance', 'and', 'becomes', 'the', 'famous', 'crime-fighter', 'of', 'the', 'Street', 'Fighter', 'universe.']","['Some', 'fight', 'for', 'power.', 'Some', 'fight', 'for', 'us.']",Street Fighter: The Legend of Chun-Li,"['Kristin Kreuk', 'Chris Klein', 'Neal McDonough']",['Andrzej Bartkowiak']
"['Action', 'Science Fiction', 'Thriller']",10796,['dual identity'],"['A', ""sheriff's"", 'deputy', 'fights', 'an', 'alternate', 'universe', 'version', 'of', 'himself', 'who', 'grows', 'stronger', 'with', 'each', 'alternate', 'self', 'he', 'kills.']","['Stealing', 'the', 'power', 'of', 'the', 'universes', 'one', 'by', 'one.']",The One,"['Jet Li', 'Jason Statham', 'Carla Gugino']",['James Wong']
"['Action', 'Comedy', 'Thriller', 'Crime', 'Mystery']",9548,"['rock and roll', 'show business', 'rock star', 'heavy metal', 'murder', 'private detective']","['Ford', '""Mr.', 'Rock', ""n'"", 'Roll', 'Detective""', 'Fairlane', 'is', 'experiencing', 'problems,', 'and', ""it's"", 'not', 'with', 'the', 'opposite', 'sex.', 'One', 'of', 'them', 'is', 'that', 'all', 'the', 'rock', 'stars', 'pay', 'him', 'with', 'drum', 'sticks,', 'koala', 'bears,', 'food', 'processors', 'and', 'bicycle', 'shorts.', 'Another', 'one', 'of', 'them', 'is', 'that', 'all', 'his', 'employers', 'that', 'want', 'him', 'to', 'find', 'a', 'girl', 'named', 'Zuzu', 'Petals', 'get', 'killed.', 'Why', ""didn't"", 'he', 'become', 'a', ""fisherman's"", 'detective', 'instead?']","['Kojak.', 'Columbo.', 'Dirty', 'Harry.', 'Wimps.']",The Adventures of Ford Fairlane,"['Andrew Dice Clay', 'Wayne Newton', 'Priscilla Presley']",['Renny Harlin']
"['Drama', 'Comedy']",18947,"['great britain', 'musical', 'rock', 'pirate radio', 'swinging 60s']","['The', 'Boat', 'that', 'Rocked', 'is', 'an', 'ensemble', 'comedy,', 'where', 'the', 'romance', 'is', 'between', 'the', 'young', 'people', 'of', 'the', '60s,', 'and', 'pop', 'music.', ""It's"", 'about', 'a', 'band', 'of', 'DJs', 'that', 'captivate', 'Britain,', 'playing', 'the', 'music', 'that', 'defines', 'a', 'generation', 'and', 'standing', 'up', 'to', 'a', 'government', 'that', 'wanted', 'control', 'of', 'popular', 'culture', 'via', 'the', 'British', 'Broadcasting', 'Corporation.', 'Loosely', 'based', 'on', 'the', 'events', 'in', 'Britain', 'in', 'the', ""60's"", 'when', 'the', 'Labour', 'government', 'of', 'Harold', 'Wilson,', 'wanted', 'to', 'bring', 'the', 'pirate', 'stations', 'under', 'control,', 'enough', 'to', 'see', 'the', 'passage', 'of', 'the', 'Marine', 'Broadcasting', 'Offences', 'Act', 'on', '15', 'August', '1967']","['On', 'air.', 'Off', 'shore.', 'Out', 'of', 'control.']",The Boat That Rocked,"['Tom Sturridge', 'Philip Seymour Hoffman', 'Rhys Ifans']",['Richard Curtis']
"['Thriller', 'Drama', 'Crime']",1900,"['usa', 'war on drugs', 'drug traffic', 'drug dealer', 'drug smuggle', 'addicted', 'police operation', 'united states–mexico barrier', 'addiction', 'drug lord']","['An', 'exploration', 'of', 'the', 'United', 'States', 'of', ""America's"", 'war', 'on', 'drugs', 'from', 'multiple', 'perspectives.', 'For', 'the', 'new', 'head', 'of', 'the', 'Office', 'of', 'National', 'Drug', 'Control', 'Policy,', 'the', 'war', 'becomes', 'personal', 'when', 'he', 'discovers', 'his', 'well-educated', 'daughter', 'is', 'abusing', 'cocaine', 'within', 'their', 'comfortable', 'suburban', 'home.', 'In', 'Mexico,', 'a', 'flawed,', 'but', 'noble', 'policeman', 'agrees', 'to', 'testify', 'against', 'a', 'powerful', 'general', 'in', 'league', 'with', 'a', 'cartel,', 'and', 'in', 'San', 'Diego,', 'a', 'drug', ""kingpin's"", 'sheltered', 'trophy', 'wife', 'must', 'learn', 'her', ""husband's"", 'ruthless', 'business', 'after', 'he', 'is', 'arrested,', 'endangering', 'her', 'luxurious', 'lifestyle.']","['No', 'one', 'gets', 'away', 'clean']",Traffic,"['Michael Douglas', 'Benicio del Toro', 'Jacob Vargas']",['Steven Soderbergh']
"['Adventure', 'Action']",89,"['saving the world', 'venice', 'holy grail', 'library', 'riddle', 'father son relationship', 'whip', 'treasure', 'nazis', 'entrapment', 'crusader', 'treasure hunt', 'escape', 'panzer', 'order of the templars', 'archaeologist', 'indiana jones', 'archeology\xa0']","['When', 'Dr.', 'Henry', 'Jones', 'Sr.', 'suddenly', 'goes', 'missing', 'while', 'pursuing', 'the', 'Holy', 'Grail,', 'eminent', 'archaeologist', 'Indiana', 'must', 'team', 'up', 'with', 'Marcus', 'Brody,', 'Sallah', 'and', 'Elsa', 'Schneider', 'to', 'follow', 'in', 'his', ""father's"", 'footsteps', 'and', 'stop', 'the', 'Nazis', 'from', 'recovering', 'the', 'power', 'of', 'eternal', 'life.']","['The', 'man', 'with', 'the', 'hat', 'is', 'back.', 'And', 'this', 'time,', ""he's"", 'bringing', 'his', 'Dad.']",Indiana Jones and the Last Crusade,"['Harrison Ford', 'Sean Connery', 'Denholm Elliott']",['Steven Spielberg']
"['Drama', 'Romance']",96724,"['based on novel', 'st. petersburg russia', 'high society', 'imperial russia', 'tragic death', '19th century']","['Trapped', 'in', 'a', 'loveless', 'marriage,', 'aristocrat', 'Anna', 'Karenina', 'enters', 'into', 'a', 'life-changing', 'affair', 'with', 'the', 'affluent', 'Count', 'Vronsky.']","['An', 'epic', 'story', 'of', 'love.']",Anna Karenina,"['Keira Knightley', 'Jude Law', 'Aaron Taylor-Johnson']",['Joe Wright']
"['Crime', 'Action', 'Science Fiction']",198184,"['artificial intelligence', 'android', 'robot', 'near future', 'robot cop']","['Every', 'child', 'comes', 'into', 'the', 'world', 'full', 'of', 'promise,', 'and', 'none', 'more', 'so', 'than', 'Chappie:', 'he', 'is', 'gifted,', 'special,', 'a', 'prodigy.', 'Like', 'any', 'child,', 'Chappie', 'will', 'come', 'under', 'the', 'influence', 'of', 'his', 'surroundings—some', 'good,', 'some', 'bad—and', 'he', 'will', 'rely', 'on', 'his', 'heart', 'and', 'soul', 'to', 'find', 'his', 'way', 'in', 'the', 'world', 'and', 'become', 'his', 'own', 'man.', 'But', ""there's"", 'one', 'thing', 'that', 'makes', 'Chappie', 'different', 'from', 'any', 'one', 'else:', 'he', 'is', 'a', 'robot.']","['I', 'am', 'consciousness.', 'I', 'am', 'alive.', 'I', 'am', 'Chappie.']",Chappie,"['Sharlto Copley', 'Dev Patel', 'Ninja']",['Neill Blomkamp']
"['Drama', 'Mystery', 'Thriller', 'Crime']",9481,"['paraplegic', 'investigation', 'psychopath']","['Rookie', 'cop,', 'Amelia', 'Donaghy', 'reluctantly', 'teams', 'with', 'Lincoln', 'Rhyme', '–', 'formerly', 'the', ""department's"", 'top', 'homicide', 'detective', 'but', 'now', 'paralyzed', 'as', 'a', 'result', 'of', 'a', 'spinal', 'injury', '–', 'to', 'catch', 'a', 'grisly', 'serial', 'killer', 'dubbed', ""'The"", 'Bone', ""Collector'."", 'The', ""murderer's"", 'special', 'signature', 'is', 'to', 'leave', 'tantalizing', 'clues', 'based', 'on', 'the', 'grim', 'remains', 'of', 'his', 'crimes.']","['Serial', 'killer', 'vs.', 'forensic', 'genius']",The Bone Collector,"['Denzel Washington', 'Angelina Jolie', 'Queen Latifah']",['Phillip Noyce']
"['Action', 'Adventure', 'Comedy']",6415,"['gold', 'gulf war', 'three kings', 'iraq', 'kuwait', 'rescue', 'interracial relationship', 'treasure map', 'soldier', 'u.s. soldier', 'gold theft', 'persian gulf', 'emergency surgery', 'mine field']","['A', 'group', 'of', 'American', 'soldiers', 'stationed', 'in', 'Iraq', 'at', 'the', 'end', 'of', 'the', 'Gulf', 'War', 'find', 'a', 'map', 'they', 'believe', 'will', 'take', 'them', 'to', 'a', 'huge', 'cache', 'of', 'stolen', 'Kuwaiti', 'gold', 'hidden', 'near', 'their', 'base,', 'and', 'they', 'embark', 'on', 'a', 'secret', 'mission', ""that's"", 'destined', 'to', 'change', 'everything.']","[""It's"", 'good', 'to', 'be', 'King.']",Three Kings,"['George Clooney', 'Mark Wahlberg', 'Ice Cube']",['David O. Russell']
"['Crime', 'Thriller']",181283,"['based on novel', 'soviet union', 'russian', 'murder', 'serial killer', 'military', 'child murder', 'stalinism', '1950s']","['Set', 'in', 'Stalin-era', 'Soviet', 'Union,', 'a', 'disgraced', 'MGB', 'agent', 'is', 'dispatched', 'to', 'investigate', 'a', 'series', 'of', 'child', 'murders', '--', 'a', 'case', 'that', 'begins', 'to', 'connect', 'with', 'the', 'very', 'top', 'of', 'party', 'leadership.']","['How', 'do', 'you', 'find', 'a', 'killer', 'who', 'doesn’t', 'exist?']",Child 44,"['Tom Hardy', 'Gary Oldman', 'Noomi Rapace']",['Daniel Espinosa']
"['Adventure', 'Comedy']",9896,"['casino', 'running', 'preisgeld', 'millionaire', 'road movie']","['In', 'an', 'ensemble', 'film', 'about', 'easy', 'money,', 'greed,', 'manipulation', 'and', 'bad', 'driving,', 'a', 'Las', 'Vegas', 'casino', 'tycoon', 'entertains', 'his', 'wealthiest', 'high', 'rollers', '--', 'a', 'group', 'that', 'will', 'bet', 'on', 'anything', '--', 'by', 'pitting', 'six', 'ordinary', 'people', 'against', 'each', 'other', 'in', 'a', 'wild', 'dash', 'for', '$2', 'million', 'jammed', 'into', 'a', 'locker', 'hundreds', 'of', 'miles', 'away.', 'The', 'tycoon', 'and', 'his', 'wealthy', 'friends', 'monitor', 'each', ""racer's"", 'every', 'move', 'to', 'keep', 'track', 'of', 'their', 'favorites.', 'The', 'only', 'rule', 'in', 'this', 'race', 'is', 'that', 'there', 'are', 'no', 'rules.']","['563', 'miles.', '9', 'people.', '$2', 'million.', '1001', 'problems!']",Rat Race,"['Cuba Gooding Jr.', 'Seth Green', 'Whoopi Goldberg']",['Jerry Zucker']
"['Drama', 'Science Fiction']",167,"['robbery', 'dream', 'hypnosis', 'investigation', 'murder', 'alien', 'hospital', 'planet', 'patient', 'medication', 'psychiatrist', 'science', 'claim', 'doubt', 'mental', 'help']","['Prot', 'is', 'a', 'patient', 'at', 'a', 'mental', 'hospital', 'who', 'claims', 'to', 'be', 'from', 'a', 'far', 'away', 'Planet.', 'His', 'psychiatrist', 'tries', 'to', 'help', 'him,', 'only', 'to', 'begin', 'to', 'doubt', 'his', 'own', 'explanations.']","['Change', 'the', 'way', 'you', 'look', 'at', 'the', 'world.']",K-PAX,"['Jeff Bridges', 'Kevin Spacey', 'Mary McCormack']",['Iain Softley']
"['Comedy', 'Fantasy', 'Romance', 'Science Fiction']",11232,"['lover (female)', ""love of one's life"", 'time travel', 'kiss', 'past', 'secret love', 'fish out of water']","['When', 'her', 'scientist', 'ex-boyfriend', 'discovers', 'a', 'portal', 'to', 'travel', 'through', 'time', '--', 'and', 'brings', 'back', 'a', '19th-century', 'nobleman', 'named', 'Leopold', 'to', 'prove', 'it', '--', 'a', 'skeptical', 'Kate', 'reluctantly', 'takes', 'responsibility', 'for', 'showing', 'Leopold', 'the', '21st', 'century.', 'The', 'more', 'time', 'Kate', 'spends', 'with', 'Leopold,', 'the', 'harder', 'she', 'falls', 'for', 'him.', 'But', 'if', 'he', ""doesn't"", 'return', 'to', 'his', 'own', 'time,', 'his', 'absence', 'will', 'forever', 'alter', 'history.']","['If', 'they', 'lived', 'in', 'the', 'same', 'century', ""they'd"", 'be', 'perfect', 'for', 'each', 'other.']",Kate & Leopold,"['Meg Ryan', 'Hugh Jackman', 'Liev Schreiber']",['James Mangold']
"['Fantasy', 'Comedy', 'Romance']",1636,"[""love of one's life"", 'mephisto', 'wish', 'sale of soul', 'pact with the devil', 'teuflisch']","['Elliot', 'Richardson,', 'suicidal', 'techno', 'geek,', 'is', 'given', 'seven', 'wishes', 'to', 'turn', 'his', 'life', 'around', 'when', 'he', 'meets', 'up', 'with', 'a', 'very', 'seductive', 'Satan.', 'The', 'catch:', 'his', 'soul.', 'Some', 'of', 'his', 'wishes', 'include', 'a', '7', 'foot', 'basketball', 'star,', 'a', 'rock', 'star,', 'and', 'a', 'hamburger.', 'But,', 'as', 'could', 'be', 'expected,', 'the', 'Devil', 'must', 'put', 'her', 'own', 'little', 'twist', 'on', 'each', 'his', 'fantasies.']","['Meet', 'the', 'Devil.', ""She's"", 'giving', 'Elliott', 'seven', 'wishes.', 'But', 'not', 'a', 'chance', 'in', 'Hell.']",Bedazzled,"['Elizabeth Hurley', 'Brendan Fraser', ""Frances O'Connor""]",['Harold Ramis']
"['Music', 'Drama', 'Crime', 'Romance']",2148,"['jazz', 'jazz musician', 'musical', 'mafia']","['The', 'story', 'of', 'the', 'people', 'that', 'frequented', ""Harlem's"", 'famous', 'nightclubs,', ""'The"", 'Cotton', ""Club',"", 'and', 'those', 'that', 'ran', 'it.']","['It', 'was', 'the', 'jazz', 'age.', 'It', 'was', 'an', 'era', 'of', 'elegance', 'and', 'violence.', 'The', 'action', 'was', 'gambling.', 'The', 'stakes', 'were', 'life', 'and', 'death.']",The Cotton Club,"['Richard Gere', 'Gregory Hines', 'Diane Lane']",['Francis Ford Coppola']
['Western'],5176,"['saloon', 'hero', 'liberation of prisoners', 'transport of prisoners', 'wilderness', 'dying and death', 'race against time', 'railway car', 'stetson', 'rivalry', 'gang', 'gunfight', 'crime', 'family', 'psychological', 'dishonesty', 'heroic mission', 'righting the wronged', 'chases and races', 'parents and children', 'mind and soul']","['In', 'Arizona', 'in', 'the', 'late', ""1800's,"", 'infamous', 'outlaw', 'Ben', 'Wade', 'and', 'his', 'vicious', 'gang', 'of', 'thieves', 'and', 'murderers', 'have', 'plagued', 'the', 'Southern', 'Railroad.', 'When', 'Wade', 'is', 'captured,', 'Civil', 'War', 'veteran', 'Dan', 'Evans,', 'struggling', 'to', 'survive', 'on', 'his', 'drought-plagued', 'ranch,', 'volunteers', 'to', 'deliver', 'him', 'alive', 'to', 'the', '""3:10', 'to', 'Yuma"",', 'a', 'train', 'that', 'will', 'take', 'the', 'killer', 'to', 'trial.']","['Time', 'waits', 'for', 'one', 'man.']",3:10 to Yuma,"['Russell Crowe', 'Christian Bale', 'Logan Lerman']",['James Mangold']
"['Thriller', 'Action']",260346,"['revenge', 'murder', 'on the run', 'fugitive', 'framed', 'father daughter relationship', 'framed for murder']","['Ex-government', 'operative', 'Bryan', 'Mills', 'finds', 'his', 'life', 'is', 'shattered', 'when', ""he's"", 'falsely', 'accused', 'of', 'a', 'murder', 'that', 'hits', 'close', 'to', 'home.', 'As', ""he's"", 'pursued', 'by', 'a', 'savvy', 'police', 'inspector,', 'Mills', 'employs', 'his', 'particular', 'set', 'of', 'skills', 'to', 'track', 'the', 'real', 'killer', 'and', 'exact', 'his', 'unique', 'brand', 'of', 'justice.']","['It', 'Ends', 'Here']",Taken 3,"['Liam Neeson', 'Forest Whitaker', 'Maggie Grace']",['Olivier Megaton']
"['Romance', 'Comedy', 'Crime']",1389,"['journalist', 'bedroom', 'purse', 'trunk', 'elmore leonard']","['Meet', 'Jack', 'Foley,', 'a', 'smooth', 'criminal', 'who', 'bends', 'the', 'law', 'and', 'is', 'determined', 'to', 'make', 'one', 'last', 'heist.', 'Karen', 'Sisco', 'is', 'a', 'federal', 'marshal', 'who', 'chooses', 'all', 'the', 'right', 'moves', '…', 'and', 'all', 'the', 'wrong', 'guys.', 'Now', ""they're"", 'willing', 'to', 'risk', 'it', 'all', 'to', 'find', 'out', 'if', ""there's"", 'more', 'between', 'them', 'than', 'just', 'the', 'law.', 'Variety', 'hails', 'Out', 'of', 'Sight', 'as', '""a', 'sly,', 'sexy,', 'vastly', 'entertaining', 'film.""']","['Opposites', 'attract.']",Out of Sight,"['George Clooney', 'Jennifer Lopez', 'Ving Rhames']",['Steven Soderbergh']
"['Comedy', 'Drama', 'Thriller']",9894,"['prison', 'prostitute', 'karaoke', 'dark comedy', 'cable guy']","['When', 'recently', 'single', 'Steven', 'moves', 'into', 'his', 'new', 'apartment,', 'cable', 'guy', 'Chip', 'comes', 'to', 'hook', 'him', 'up', '--', 'and', ""doesn't"", 'let', 'go.', 'Initially,', 'Chip', 'is', 'just', 'overzealous', 'in', 'his', 'desire', 'to', 'be', ""Steven's"", 'pal,', 'but', 'when', 'Steven', 'tries', 'to', 'end', 'the', '""friendship,""', 'Chip', 'shows', 'his', 'dark', 'side.', 'He', 'begins', 'stalking', 'Steven,', ""who's"", 'left', 'to', 'fend', 'for', 'himself', 'because', 'no', 'one', 'else', 'can', 'believe', ""Chip's"", 'capable', 'of', 'such', 'behavior.']","[""There's"", 'no', 'such', 'thing', 'as', 'free', 'cable.']",The Cable Guy,"['Jim Carrey', 'Matthew Broderick', 'Leslie Mann']",['Ben Stiller']
"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",8592,"['corruption', 'crime fighter', 'gangster boss', 'investigation', 'based on comic strip', 'policeman']","['The', 'comic', 'strip', 'detective', 'finds', 'his', 'life', 'vastly', 'complicated', 'when', 'Breathless', 'Mahoney', 'makes', 'advances', 'towards', 'him', 'while', 'he', 'is', 'trying', 'to', 'battle', 'Big', 'Boy', ""Caprice's"", 'united', 'mob,']","['Their', 'turf.', 'Their', 'game.', 'Their', 'rules.', 'They', ""didn't"", 'count', 'on', 'HIS', 'law...']",Dick Tracy,"['Warren Beatty', 'Al Pacino', 'Madonna']",['Warren Beatty']
"['Drama', 'Crime', 'Romance']",913,"['martinique', 'claude monet', 'famous painting', 'glider', 'insurance agent', 'missing painting', 'stolen painting', 'valuable painting', 'rich people']","['A', 'very', 'rich', 'and', 'successful', 'playboy', 'amuses', 'himself', 'by', 'stealing', 'artwork,', 'but', 'may', 'have', 'met', 'his', 'match', 'in', 'a', 'seductive', 'detective.']","['How', 'do', 'you', 'get', 'the', 'man', 'who', 'has', 'everything?']",The Thomas Crown Affair,"['Pierce Brosnan', 'Rene Russo', 'Denis Leary']",['John McTiernan']
"['Comedy', 'Drama', 'Romance']",11091,"['baby', 'becoming an adult', 'puberty', 'dream', 'drug addiction', 'wife', 'unwillingly pregnant', 'writer', 'youth', 'marriage problems', 'woman director']","['A', 'single', 'mother,', 'with', 'dreams', 'of', 'becoming', 'a', 'writer,', 'has', 'a', 'son', 'at', 'the', 'age', 'of', '15', 'in', '1965,', 'and', 'goes', 'through', 'a', 'failed', 'marriage', 'with', 'the', 'drug-addicted', 'father.']","['One', 'day', 'can', 'make', 'your', 'life;', 'one', 'day', 'can', 'ruin', 'your', 'life.', 'All', 'life', 'is', 'is', 'four', 'or', 'five', 'big', 'days', 'that', 'change', 'everything.']",Riding in Cars with Boys,"['Drew Barrymore', 'Steve Zahn', 'Adam Garcia']",['Penny Marshall']
"['Action', 'Adventure', 'Thriller', 'War']",1368,"['prison', 'vietnam veteran', 'falsely accused', 'police brutality', 'sheriff', 'guerrilla', 'submachine gun', 'gun', 'destroy', 'self-defense', 'vietnam', 'vietnam war', 'prosecution', 'dying and death', 'village and town', 'police operation', 'attempt to escape', 'matter of life and death', 'survivor', 'tramp', 'national guard', 'weapon', 'firearm', 'police', 'escape']","['When', 'former', 'Green', 'Beret', 'John', 'Rambo', 'is', 'harassed', 'by', 'local', 'law', 'enforcement', 'and', 'arrested', 'for', 'vagrancy,', 'the', 'Vietnam', 'vet', 'snaps,', 'runs', 'for', 'the', 'hills', 'and', 'rat-a-tat-tats', 'his', 'way', 'into', 'the', 'action-movie', 'hall', 'of', 'fame.', 'Hounded', 'by', 'a', 'relentless', 'sheriff,', 'Rambo', 'employs', 'heavy-handed', 'guerilla', 'tactics', 'to', 'shake', 'the', 'cops', 'off', 'his', 'tail.']","['This', 'time', ""he's"", 'fighting', 'for', 'his', 'life.']",First Blood,"['Sylvester Stallone', 'Richard Crenna', 'Brian Dennehy']",['Ted Kotcheff']
"['Animation', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",5393,"['dwarves', 'cinderella', 'wolf', 'bad mother-in-law', 'prince', 'fairy tale', 'little red riding hood', 'step mother', 'wizardry', 'princess', 'sleeping beauty', 'rumpelstilzchen', 'good and bad', 'intern', 'woman director']","['An', 'alliance', 'of', 'evil-doers,', 'led', 'by', 'Frieda,', 'looks', 'to', 'take', 'over', 'Fairy', 'Tale', 'Land.', 'But', 'when', 'Ella', 'realizes', 'her', 'stepmother', 'is', 'out', 'to', 'ruin', 'her', 'storybook', 'existence,', 'she', 'takes', 'a', 'dramatic', 'turn', 'and', 'blossoms', 'into', 'the', 'leader', 'of', 'the', 'resistance', 'effort.']","['Fairy', 'Tale', 'Endings', ""Aren't"", 'What', 'They', 'Used', 'To', 'Be']",Happily N'Ever After,"['George Carlin', 'Andy Dick', 'Sarah Michelle Gellar']",['Yvette Kaplan']
"['Drama', 'Horror', 'Thriller', 'Romance']",9095,"['servant', 'monster', 'laboratory', 'jekyll and hyde', 'housemaid', '19th century']","['A', 'housemaid', 'falls', 'in', 'love', 'with', 'Dr.', 'Jekyll', 'and', 'his', 'darkly', 'mysterious', 'counterpart,', 'Mr.', 'Hyde.']","['The', 'untold', 'story', 'of', 'Jekyll', 'and', 'Hyde']",Mary Reilly,"['Julia Roberts', 'John Malkovich', 'George Cole']",['Stephen Frears']
"['Comedy', 'Romance']",8874,"['karaoke', 'marriage proposal', 'new love', ""love of one's life"", 'kiss', 'man-woman relation', 'secret love', 'wedding']","['When', 'she', 'receives', 'word', 'that', 'her', 'longtime', 'platonic', 'pal', 'Michael', ""O'Neal"", 'is', 'getting', 'married', 'to', 'debutante', 'Kimberly', 'Wallace,', 'food', 'critic', 'Julianne', 'Potter', 'realizes', 'her', 'true', 'feelings', 'for', 'Michael', '--', 'and', 'sets', 'out', 'to', 'sabotage', 'the', 'wedding.']","[""It's"", 'about', 'finding', 'the', 'love', 'of', 'your', 'life.', 'And', 'deciding', 'what', 'to', 'do', 'about', 'it.']",My Best Friend's Wedding,"['Julia Roberts', 'Dermot Mulroney', 'Cameron Diaz']",['P.J. Hogan']
"['Comedy', 'Romance']",11467,"['film business', 'film producer', 'wife husband relationship', 'fictitious marriage', 'married couple', 'marriage crisis']","['In', 'the', 'midst', 'of', 'a', 'nasty', 'public', 'breakup', 'of', 'married', 'movie', 'stars,', 'a', 'studio', 'publicist', 'scrambles', 'to', 'put', 'a', 'cap', 'on', 'the', 'escalating', 'situation', 'as', 'the', ""couple's"", 'latest', 'film', 'has', 'found', ""it's"", 'only', 'print', 'kidnapped', 'by', 'the', 'director.']","[""Hollywood's"", 'hottest', 'couple', 'just', 'split', 'up.', ""It'll"", 'take', 'more', 'than', 'special', 'effects', 'to', 'reunite', 'them.']",America's Sweethearts,"['Julia Roberts', 'Billy Crystal', 'Catherine Zeta-Jones']",['Joe Roth']
"['Crime', 'Mystery', 'Thriller']",320,"['detective', 'confession', 'fbi', 'homicide', 'blackmail', 'suspect', 'love', 'murder', 'los angeles', 'teenager', 'neo-noir']","['Two', 'Los', 'Angeles', 'homicide', 'detectives', 'are', 'dispatched', 'to', 'a', 'northern', 'town', 'where', 'the', 'sun', ""doesn't"", 'set', 'to', 'investigate', 'the', 'methodical', 'murder', 'of', 'a', 'local', 'teen.']","['A', 'tough', 'cop.', 'A', 'brilliant', 'killer.', 'An', 'unspeakable', 'crime.']",Insomnia,"['Al Pacino', 'Robin Williams', 'Hilary Swank']",['Christopher Nolan']
"['Science Fiction', 'Action', 'Adventure', 'Thriller']",199,"['federation', 'starfleet', 'borg', 'enterprise-e', 'cyborg', 'montana', 'resistance', 'inventor', 'repayment', 'obsession', 'business start-up', 'space opera']","['The', 'Borg,', 'a', 'relentless', 'race', 'of', 'cyborgs,', 'are', 'on', 'a', 'direct', 'course', 'for', 'Earth.', 'Violating', 'orders', 'to', 'stay', 'away', 'from', 'the', 'battle,', 'Captain', 'Picard', 'and', 'the', 'crew', 'of', 'the', 'newly-commissioned', 'USS', 'Enterprise', 'E', 'pursue', 'the', 'Borg', 'back', 'in', 'time', 'to', 'prevent', 'the', 'invaders', 'from', 'changing', 'Federation', 'history', 'and', 'assimilating', 'the', 'galaxy.']","['Resistance', 'is', 'futile.']",Star Trek: First Contact,"['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner']",['Jonathan Frakes']
"['Action', 'Western', 'Drama', 'Fantasy', 'Thriller']",20533,"['gunslinger', 'usa', 'dc comics', 'hell', 'facial scar', 'death', 'confederate', 'tomahawk']","['Gunslinger', 'Jonah', 'Hex', '(Josh', 'Brolin)', 'is', 'appointed', 'by', 'President', 'Ulysses', 'Grant', 'to', 'track', 'down', 'terrorist', 'Quentin', 'Turnbull', '(John', 'Malkovich),', 'a', 'former', 'Confederate', 'officer', 'determined', 'on', 'unleashing', 'hell', 'on', 'earth.', 'Jonah', 'not', 'only', 'secures', 'freedom', 'by', 'accepting', 'this', 'task,', 'he', 'also', 'gets', 'revenge', 'on', 'the', 'man', 'who', 'slayed', 'his', 'wife', 'and', 'child.', 'Megan', 'Fox', 'plays', 'a', 'prostitute', 'as', 'well', 'as', 'Jonah', ""Hex's"", 'love', 'interst', 'in', 'the', 'film.']","['Revenge', 'gets', 'ugly.']",Jonah Hex,"['Josh Brolin', 'John Malkovich', 'Megan Fox']",['Jimmy Hayward']
"['Drama', 'Thriller', 'Mystery', 'War']",10684,"['gulf war', 'pilot', 'u.s. army', 'praise', 'rescue mission', 'dead soldier', 'tank', 'medal']","['A', 'US', 'Army', 'officer', 'had', 'made', 'a', '""friendly', 'fire""', 'mistake', 'that', 'was', 'covered', 'up', 'and', 'he', 'was', 'reassigned', 'to', 'a', 'desk', 'job.', 'Later', 'he', 'was', 'tasked', 'to', 'investigate', 'a', 'female', 'chopper', ""commander's"", 'worthiness', 'to', 'be', 'awarded', 'the', 'Medal', 'of', 'Honor', 'posthumously.', 'At', 'first', 'all', 'seemed', 'in', 'order', 'then', 'he', 'begins', 'to', 'notice', 'inconsistencies', 'between', 'the', 'testimonies', 'of', 'the', 'witnesses....']","['A', 'medal', 'for', 'honor.', 'A', 'search', 'for', 'justice.', 'A', 'battle', 'for', 'truth.']",Courage Under Fire,"['Denzel Washington', 'Meg Ryan', 'Lou Diamond Phillips']",['Edward Zwick']
