id,title,tags
10375,D-Tox,action thriller alcoholism serialkiller hospital policeofficer detox survival is a killer. a disgraced fbi agent with a drinking problem joins nine other troubled law enforcement officers at an isolated detox clinic in the wilds of wyoming. but the therapeutic sanctuary becomes a nightmarish hellhole when a major snowstorm cuts off the clinic from the outside world and enables a killer on the inside to get busy. sylvesterstallone courtneyb.vance tomberenger jimgillespie
36586,Blade II,"fantasy horror action thriller katana mutation vampire silver superhero tragicvillain brokenneck lasersight violence explodingbody blade subjectivecamera torsocutinhalf reaper brokenwrist razorblade shotthroughadoor swordduel burntface faster. sharper. deadlier. a rare mutation has occurred within the vampire community - the reaper. a vampire so consumed with an insatiable bloodlust that they prey on vampires as well as humans, transforming victims who are unlucky enough to survive into reapers themselves. blade is asked by the vampire nation for his help in preventing a nightmare plague that would wipe out both humans and vampires. wesleysnipes kriskristofferson ronperlman guillermodeltoro"
11321,Seven Pounds,drama vegetarian taxcollector pianist blind organtransplant bloodtype seven names. seven strangers. one secret. an irs agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers. willsmith rosariodawson sarahjanemorris gabrielemuccino
70074,Bullet to the Head,"action crime thriller revenge never gets old. after watching their respective partners die, a cop and a hitman form an alliance in order to bring down their common enemy. sylvesterstallone sungkang sarahshahi walterhill"
242,The Godfather: Part III,"crime drama thriller italy christianity newyork assassination italo-american vatican pope confession helicopter daughter lawyer all the power on earth can't change destiny. in the midst of trying to legitimize his business dealings in 1979 new york and italy, aging mafia don, michael corleone seeks forgiveness for his sins while taking a young protege under his wing. alpacino dianekeaton andygarcía francisfordcoppola"
9621,Elizabethtown,"comedy drama romance suicide hotelroom suicideattempt newlove funeral airplane lovers fallinginlove it's a heck of a place to find yourself drew baylor is fired after causing his shoe company to lose hundreds of millions of dollars. to make matters worse, he's also dumped by his girlfriend. on the verge of ending it all, drew gets a new lease on life when he returns to his family's small kentucky hometown after his father dies. along the way, he meets a flight attendant with whom he falls in love. orlandobloom kirstendunst susansarandon cameroncrowe"
1819,"You, Me and Dupree","comedy romance roommate loveofone'slife newlywed two's company. dupree's a crowd. after standing in as best man for his longtime friend carl petersen, randy dupree loses his job, becomes a barfly and attaches himself to the newlywed couple almost permanently -- as their houseguest. but the longer dupree camps out on their couch, the closer he gets to carl's bride, molly, leaving the frustrated groom wondering when his pal will be moving out. katehudson owenwilson mattdillon anthonyrusso"
8536,Superman II,"action adventure fantasy sciencefiction savingtheworld dccomics sequel superhero basedoncomicbook lossofvirginity criminal superpowers phantomzone rocketfiredgrenade crystalmachine superhumanstrength duringcreditsstinger the man of steel meets his match! three escaped criminals from the planet krypton test the man of steel's mettle. led by gen. zod, the kryptonians take control of the white house and partner with lex luthor to destroy superman and rule the world. but superman, who attempts to make himself human in order to get closer to lois, realizes he has a responsibility to save the planet. genehackman christopherreeve nedbeatty richardlester"
8046,Gigli,"drama newyork mentallydisabled kidnapping blackmail missionofmurder lovers lesbian mobster life doesn't play by the rules. gigli is ordered to kidnap the psychologically challenged younger brother of a powerful federal prosecutor. when plans go awry, gigli's boss sends in ricki, a gorgeous free-spirited female gangster who has her own set of orders to assist with the kidnapping. but gigli begins falling for the decidedly unavailable ricki, which could be a hazard to his occupation. benaffleck jenniferlopez justinbartha martinbrest"
1717,All the King's Men,drama thriller corruption journalist basedonnovel blackmail manipulation bodyguard louisiana scandal power governor politics tragedy mistress aristocrat some people will do anything to gain power. some will do anything to keep it. the story of an idealist's rise to power in the world of louisiana politics and the corruption that leads to his ultimate downfall. based on the1946 pulitzer prize-winning novel written by robert penn warren. seanpenn judelaw katewinslet stevenzaillian
479,Shaft,"action adventure crime thriller corruption blackpeople italo-american brothersisterrelationship drugdealer revenge murder violence drug policeofficer xenophobia still the man, any questions? new york police detective john shaft arrests walter wade jr. for a racially motivated slaying. but the only eyewitness disappears, and wade jumps bail for switzerland. two years later wade returns to face trial, confident his money and influence will get him acquitted -- especially since he's paid a drug kingpin to kill the witness. samuell.jackson jeffreywright christianbale johnsingleton"
9444,Anastasia,"animation family tzar musical russianrevolution trainexplosion foreignlanguageadaptation explodingtrain discover the adventure behind the greatest mystery of our time. this animated adventure retells the story of the lost daughter of russia's last czar. the evil rasputin places a curse on the romanov family, and anastasia and her grandmother, empress maria, get separated. after growing up in an orphanage, anastasia encounters two russian men seeking a reward offered by empress maria for the return of her granddaughter. the trio travels to paris, where they find that the empress has grown skeptical of imposters. megryan johncusack christopherlloyd garygoldman"
824,Moulin Rouge!,"drama music romance duke musical writer'sblock music terminalillness writer noopeningcredits moulinrouge bohemian toulouselautrec redcurtain cancandance latraviata orpheusandeurydice dancehall no laws. no limits. one rule. never fall in love. a celebration of love and creative inspiration takes place in the infamous, gaudy and glamorous parisian nightclub, at the cusp of the 20th century. a young poet, who is plunged into the heady world of moulin rouge, begins a passionate affair with the club's most notorious and beautiful star. nicolekidman ewanmcgregor johnleguizamo bazluhrmann"
11456,Domestic Disturbance,mystery thriller crime menace adoption dangerous adoptivefather threattodeath stepfather murder divorce ex-wife child murderhunt he will do anything to protect his family. a divorced father discovers that his 12-year-old son's new stepfather is not what he made himself out to be. johntravolta vincevaughn teripolo haroldbecker
261023,Black Mass,"crime drama boston basedontruestory organizedcrime keep your enemies close. the true story of whitey bulger, the brother of a state senator and the most infamous violent criminal in the history of south boston, who became an fbi informant to take down a mafia family invading his turf. johnnydepp joeledgerton benedictcumberbatch scottcooper"
3683,Flags of Our Fathers,"war drama history worldwarii dyinganddeath pacific iwojima aftercreditsstinger duringcreditsstinger they fight for their country but they die for their friends. there were five marines and one navy corpsman photographed raising the u.s. flag on mt. suribachi by joe rosenthal on february 23, 1945. this is the story of three of the six surviving servicemen – john 'doc' bradley, pvt. rene gagnon and pvt. ira hayes, who fought in the battle to take iwo jima from the japanese. ryanphillippe adambeach jessebradford clinteastwood"
22803,Law Abiding Citizen,drama crime thriller tattoo secretpassage baseballbat deal explosion justice districtattorney courtroom vigilantism the system must pay. a frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. he targets not only the killer but also the district attorney and others involved in the deal. jamiefoxx gerardbutler colmmeaney f.garygray
285923,Grindhouse,thriller action horror exploitation slasher zombie killer a double feature that'll tear you in two! two full length feature horror movies written by quentin tarantino and robert rodriguez put together as a two film feature. including fake movie trailers in between both movies. kurtrussell zoëbell rosariodawson robertrodriguez
39437,Beloved,"drama thriller the past has a life of its own. after paul d. finds his old slave friend sethe in ohio and moves in with her and her daughter denver, a strange girl comes along by the name of ""beloved"". sethe and denver take her in and then strange things start to happen... oprahwinfrey dannyglover thandienewton jonathandemme"
1950,Lucky You,drama romance poker sport lasvegas change your game. change your life. a professional poker player whose astounding luck at the table fails to translate into his lonesome love life attempts to win the world series of poker while simultaneously earning the affections of a beautiful las vegas singer. ericbana drewbarrymore robertduvall curtishanson
640,Catch Me If You Can,"drama crime conman biography fbiagent overheadcamerashot attemptedjailbreak engagementparty mislaidtrust bankfraud inspiredbyatruestory the true story of a real fake. a true story about frank abagnale jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a pan am pilot, doctor, and legal prosecutor. an fbi agent makes it his mission to put him behind bars. but frank not only eludes capture, he revels in the pursuit. leonardodicaprio tomhanks christopherwalken stevenspielberg"
97630,Zero Dark Thirty,"thriller drama history assassination cia hotel terrorist prisoner cardealer mossad van iraq pakistan osamabinladen manhunt navyseal fword femaleprotagonist gunfight raid violence textmessage monkey dog specialforces tiedup military area51 terroristgroup torturing womandirector alqaeda prisoncamp watertorture suicidebombing 21stcentury exspecialforces post9/11 helicoptercrash islamabad the greatest manhunt in history a chronicle of the decade-long hunt for al-qaeda terrorist leader osama bin laden after the september 2001 attacks, and his death at the hands of the navy s.e.a.l. team 6 in may, 2011. jessicachastain jasonclarke markstrong kathrynbigelow"
9767,The Break-Up,"romance comedy bowling chicago americanfootball flat baseball newlove tourguide break-up artgallery argument pooltable watchingtv ex-boyfriendex-girlfriendrelationship dinnerparty condominium . . . pick a side. cohabitating couple gary and brooke find their once-blissful romance on the rocks when petty spats about lemons and dirty dishes mushroom into an all-out battle for custody of their upscale chicago condo. an escalating argument ensues as gary and brooke continue to live under the same roof, all while cooking up schemes to drive each other off the premises. vincevaughn jenniferaniston joeylaurenadams peytonreed"
11631,Mamma Mia!,"comedy romance singleparent greece musical daughter single motherdaughterrelationship duringcreditsstinger womandirector take a trip down the aisle you'll never forget set on an idyllic greek island, the plot serves as a background for a wealth of abba hit songs. donna, an independent, single mother who owns a small hotel on the island is about to let go of sophie, the spirited young daughter she's raised alone. but sophie has secretly invited three of her mother's ex-lovers in the hopes of finding her father. merylstreep piercebrosnan amandaseyfried phyllidalloyd"
32856,Valentine's Day,"comedy romance flower marriedcouple florist kiss single valentine valentine'sday multiplestorylines aftercreditsstinger duringcreditsstinger a love story. more or less. more than a dozen angelenos navigate valentine's day from early morning until midnight. three couples awake together, but each relationship will sputter; are any worth saving? a grade-school boy wants flowers for his first true love; two high school seniors plan first-time sex at noon; a tv sports reporter gets the assignment to find romance in la; a star quarterback contemplates his future; two strangers meet on a plane; grandparents, together for years, face a crisis; and, an ""i hate valentine's day"" dinner beckons the lonely and the lied to. can cupid finish his work by midnight? jessicaalba jessicabiel bradleycooper garrymarshall"
6519,The Dukes of Hazzard,"action adventure comedy sheriff farm bikini redneck moonshine cousins. outlaws. thrillbillies. cousins, bo and luke duke, with the help of their eye-catching cousin, daisy and moonshine-running uncle jesse, try and save the family farm from being destroyed by hazzard county's corrupt commissioner, boss hogg. their efforts constantly find the 'duke boys' eluding authorities in 'the general lee', their 1969 orange dodge charger that keeps them one step ahead of the dimwitted antics of the small southern town's sheriff, roscoe p. coltrane. johnnyknoxville seannwilliamscott jessicasimpson jaychandrasekhar"
8741,The Thin Red Line,"drama history war basedonnovel japanese worldwarii battleassignment invasion marinecorps u.s.army commander pacific rifle survival jungle infantry steelhelmet sergeant pacificisland soldier battle fighting guadalcanal awol philosophicconflict every man fights his own war. based on the graphic novel by james jones, the thin red line tells the story of a group of men, an army rifle company called c-for-charlie, who change, suffer, and ultimately make essential discoveries about themselves during the fierce world war ii battle of guadalcanal. it follows their journey, from the surprise of an unopposed landing, through the bloody and exhausting battles that follow, to the ultimate departure of those who survived. a powerful frontline cast - including sean penn, nick nolte, woody harrelson and george clooney - explodes into action in this hauntingly realistic view of military and moral chaos in the pacific during world war ii. seanpenn adrienbrody jimcaviezel terrencemalick"
49520,The Change-Up,"comedy jealousy chance wish change manchange co-worker body-swap who says men can't change? dave is a married man with two kids and a loving wife , and mitch is a single man who is at the prime of his sexual life. one fateful night while mitch and dave are peeing in a fountain when lightning strikes, they switch bodies. oliviawilde ryanreynolds jasonbateman daviddobkin"
1850,Man on the Moon,"comedy drama romance showbusiness comedian wrestling hello, my name is andy and this is my movie. a film about the life and career of the eccentric avant-garde comedian, andy kaufman. jimcarrey courtneylove bobzmuda milošforman"
524,Casino,drama crime poker drugabuse 1970s overdose illegalprostitution no one stays at the top forever. the life of the gambling paradise – las vegas – and its dark mafia underbelly. robertdeniro sharonstone joepesci martinscorsese
26389,From Paris with Love,"action crime thriller paris cia undercover explosive pimp ambassador antihero revelation french politician firearm deception carcrash gang two agents. one city. no merci. james reese has a good job as an ambassador's aid in france, but his real passion is a side gig, working in a minor role in the cia. he would love to be a full-fledged agent and can't believe his luck when he lands an assignment with charlie wax. trigger-happy charlie soon has james crying for his desk job, but when he learns that the same guys they're trying to catch are after him, james realizes that charlie may be his only hope of survival. johntravolta jonathanrhysmeyers kasiasmutniak pierremorel"
11817,Bulletproof Monk,"action comedy fantasy monk homelessperson injection fall knifefight scroll theforce a power beyond measure requires a protector without equal. a mysterious and immortal tibetan kung fu master, who has spent the last 60 years traveling around the world protecting the ancient scroll of the ultimate, mentors a selfish street kid in the ancient intricacies of kung fu. seannwilliamscott jaimeking karelroden paulhunter"
2123,"Me, Myself & Irene","comedy schizophrenia ex-cop aftercreditsstinger duringcreditsstinger from gentle to mental. rhode island state trooper charlie baileygates has a multiple personality disorder. one personality is crazy and aggressive, while the other is more friendly and laid back. both of these personalities fall in love with the same woman named irene after charlie loses his medication. jimcarrey renéezellweger anthonyanderson bobbyfarrelly"
9907,Barnyard,"animation comedy family peasant farm cow cojote family what happens in the barn stays in the barn when things get crazy at the farm, it's up to a boisterous bovine named otis (voiced by kevin james) to save the day in this computer-animated tale. the animals in this barnyard sing, dance and party, but otis's stern dad (sam elliott) warns the crew to keep their cool around humans. troublemaker otis rarely listens to his pop, but when the farmer disappears and the animals go nutty, the young cow realizes he must stop the madness. courteneycox kevinjames samelliott steveoedekerk"
9969,Deck the Halls,comedy family holiday massachusetts neighbor christmas there glows the neighborhood two neighbors have it out after one of them decorates his house for the holidays so brightly that it can be seen from space. dannydevito matthewbroderick kristindavis johnwhitesell
18239,The Twilight Saga: New Moon,"adventure fantasy drama romance moon cinema vampire werewolf fangvamp the next chapter begins. forks, washington resident bella swan is reeling from the departure of her vampire love, edward cullen, and finds comfort in her friendship with jacob black, a werewolf. but before she knows it, she's thrust into a centuries-old conflict, and her desire to be with edward at any cost leads her to take greater and greater risks. kristenstewart robertpattinson taylorlautner chrisweitz"
808,Shrek,"adventure animation comedy family fantasy magic liberation lordship castle robinhood enchantment fairy-talefigure princess parody womandirector ogre the greatest fairy tale never told. it ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named shrek. on a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, shrek teams up with an unlikely compatriot -- a wisecracking donkey. mikemyers eddiemurphy camerondiaz andrewadamson"
38050,The Adjustment Bureau,"sciencefiction thriller romance hotel dancer hat senator future honesty plan kiss speech marriage politician alone fate footchase covertagency courthouse politicalcampaign basedonshortstory fight for your fate. a man glimpses the future fate has planned for him – and chooses to fight for his own destiny. battling the powerful adjustment bureau across, under and through the streets of new york, he risks his destined greatness to be with the only woman he's ever loved. mattdamon emilyblunt johnslattery georgenolfi"
8367,Robin Hood: Prince of Thieves,"adventure england crusade mercifulness robinhood folkhero for the good of all men, and the love of one woman, he fought to uphold justice by breaking the law. when the dastardly sheriff of nottingham murders robin's father, the legendary archer vows vengeance. to accomplish his mission, robin joins forces with a band of exiled villagers (and comely maid marian), and together they battle to end the evil sheriff's reign of terror. kevincostner morganfreeman christianslater kevinreynolds"
9390,Jerry Maguire,"comedy drama romance stadium career sport sportsagent everybody loved him... everybody disappeared. jerry maguire used to be a typical sports agent: willing to do just about anything he could to get the biggest possible contracts for his clients, plus a nice commission for himself. then, one day, he suddenly has second thoughts about what he's really doing. when he voices these doubts, he ends up losing his job and all of his clients, save rod tidwell, an egomaniacal football player. tomcruise cubagoodingjr. renéezellweger cameroncrowe"
72105,Ted,"comedy fantasy friendship love teddybear toycomestolife wishescometrue ted is coming. john bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, lori. markwahlberg milakunis sethmacfarlane sethmacfarlane"
2898,As Good as It Gets,"comedy romance singleparent waitress lonewolf friendship neighbor author cowardliness writer dog rude obnoxious unlikelyfriendship noodlesalad a comedy from the heart that goes for the throat. new york city. melvin udall, a cranky, bigoted, obsessive-compulsive writer, finds his life turned upside down when neighboring gay artist simon is hospitalized and his dog is entrusted to melvin. in addition, carol, the only waitress who will tolerate him, must leave work to care for her sick son, making it impossible for melvin to eat breakfast. jacknicholson helenhunt gregkinnear jamesl.brooks"
10312,Patch Adams,"comedy drama nurse hospital doctor laughter laughter is contagious meet patch adams, a doctor who doesn't look, act or think like any doctor you've met before. for patch, humor is the best medicine, and he's willing to do just anything to make his patients laugh - even if it means risking his own career. robinwilliams philipseymourhoffman bobgunton tomshadyac"
109443,Anchorman 2: The Legend Continues,"comedy journalism mustache tvnews newsroom gangwarfare aftercreditsstinger newsspoof tvnewsanchor it's kind of a big deal with the 70s behind him, san diego's top rated newsman, ron burgundy, returns to take new york's first 24-hour news channel by storm. willferrell stevecarell paulrudd adammckay"
2022,Mr. Deeds,"comedy romance loveletter newhampshire ferrari liar citycountrycontrast inheritance billionaire newyorkcity kindness fable appletree corporatetakeover chryslerbuilding small town kid, big time right hook. when longfellow deeds, a small-town pizzeria owner and poet, inherits $40 billion from his deceased uncle, he quickly begins rolling in a different kind of dough. moving to the big city, deeds finds himself besieged by opportunists all gunning for their piece of the pie. babe, a television tabloid reporter, poses as an innocent small-town girl to do an exposé on deeds. adamsandler winonaryder johnturturro stevenbrill"
37686,Super 8,"thriller sciencefiction mystery 1970s secret alien traincrash pistol firecracker duringcreditsstinger it arrives. in 1979 ohio, several youngsters are making a zombie movie with a super-8 camera. in the midst of filming, the friends witness a horrifying train derailment and are lucky to escape with their lives. they soon discover that the catastrophe was no accident, as a series of unexplained events and disappearances soon follows. deputy jackson lamb, the father of one of the kids, searches for the terrifying truth behind the crash. joelcourtney ellefanning rileygriffiths j.j.abrams"
462,Erin Brockovich,"drama biography basedontruestory singlemother waterpollution environmentallaw she brought a small town to its feet and a huge corporation to its knees. a twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. she starts investigating and soon exposes a monumental cover-up. juliaroberts albertfinney aaroneckhart stevensoderbergh"
9919,How to Lose a Guy in 10 Days,"comedy romance newyork bet journalist therapist advertisingexpert relationship one of them is lying. so is the other. an advice columnist, andie anderson (kate hudson), tries pushing the boundaries of what she can write about in her new piece about how to get a man to leave you in 10 days. her editor, lana (bebe neuwirth), loves it, and andie goes off to find a man she can use for the experiment. enter executive ben berry (matthew mcconaughey), who is so confident in his romantic prowess that he thinks he can make any woman fall in love with him in 10 days. when andie and ben meet, their plans backfire. katehudson matthewmcconaughey kathrynhahn donaldpetrie"
187017,22 Jump Street,"crime comedy action highschool undercovercop buddycomedy aftercreditsstinger duringcreditsstinger they're not 21 anymore after making their way through high school (twice), big changes are in store for officers schmidt and jenko when they go deep undercover at a local college. but when jenko meets a kindred spirit on the football team, and schmidt infiltrates the bohemian art major scene, they begin to question their partnership. now they don't have to just crack the case - they have to figure out if they can have a mature relationship. if these two overgrown adolescents can grow from freshmen into real men, college might be the best thing that ever happened to them. jonahhill channingtatum davefranco phillord"
628,Interview with the Vampire,"horror romance paris sanfrancisco vampire plantation pity bite fangvamp drink from me and live forever a vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter. bradpitt tomcruise kirstendunst neiljordan"
10201,Yes Man,comedy bungee-jump scooter one word can change everything. carl allen has stumbled across a way to shake free of post-divorce blues and a dead-end job: embrace life and say yes to everything. jimcarrey zooeydeschanel rhysdarby peytonreed
302699,Central Intelligence,"action comedy spy cia espionage highschoolreunion referencetofacebook accountant saving the world takes a little hart and a big johnson after he reunites with an old pal through facebook, a mild-mannered accountant is lured into the world of international espionage. dwaynejohnson kevinhart amyryan rawsonmarshallthurber"
9441,Stepmom,"drama romance divorce rebelliousdaughter freezeframe custody schoolplay photoshoot be there for the joy. be there for the tears. be there for each other. jackie is a divorced mother of two. isabel is the career minded girlfriend of jackie’s ex-husband luke, forced into the role of unwelcome stepmother to their children. but when jackie discovers she is ill, both women realise they must put aside their differences to find a common ground and celebrate life to the fullest, while they have the chance. juliaroberts susansarandon edharris chriscolumbus"
274167,Daddy's Home,"comedy daddyshome choose your daddy the story of a mild-mannered radio executive (ferrell) who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids. willferrell markwahlberg lindacardellini seananders"
224141,Into the Woods,"fantasy comedy music witch cinderella prince fairytale musical princess sondheim curse basedonstagemusical beanstalk duringcreditsstinger redridinghood be careful what you wish for... in a woods filled with magic and fairy tale characters, a baker and his wife set out to end the curse put on them by their neighbor, a spiteful witch. merylstreep emilyblunt jamescorden robmarshall"
388,Inside Man,"crime drama thriller bankmanager kidnapping nazibackground document ultimatum courtcase heist financialtransactions it looked like the perfect bank robbery. but you can't judge a crime by its cover. bank robber dalton russell enters a manhattan bank, locks the doors and takes hostages, working methodically and without haste. detective frazier is assigned to negotiate, but his mind is occupied with the corruption charges he is facing. with an army of police surrounding the bank, the thief, the cop and a high-profile 'fixer' enter high-stakes negotiations. denzelwashington cliveowen jodiefoster spikelee"
2112,Payback,"drama action thriller crime newyork heroin money criminal no more mr. nice guy. with friends like these, who needs enemies? that's the question bad guy porter is left asking after his wife and partner steal his heist money and leave him for dead -- or so they think. five months and an endless reservoir of bitterness later, porter's partners and the crooked cops on his tail learn how bad payback can be. melgibson kriskristofferson gregghenry brianhelgeland"
10329,Congo,"action adventure drama mystery sciencefiction thriller gorilla kongo diamondmine diamond where you are the endangered species. eight people embark on an expedition into the congo, a mysterious expanse of unexplored africa where human greed and the laws of nature have gone berserk. when the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes. lauralinney dylanwalsh erniehudson frankmarshall"
74465,We Bought a Zoo,"drama comedy family zoo a true zoo story benjamin has lost his wife and, in a bid to start his life over, purchases a large house that has a zoo – welcome news for his daughter, but his son is not happy about it. the zoo is need of renovation and benjamin sets about the work with the head keeper and the rest of the staff, but, the zoo soon runs into financial trouble. mattdamon scarlettjohansson thomashadenchurch cameroncrowe"
13811,Knowing,action adventure drama mystery sciencefiction thriller cataclysm code suspense endoftheworld timecapsule astrophysicist grievingwidower lexingtonmassachusetts westfordmassachusetts prediction researcher numbers news knowing is everything... a teacher opens a time capsule that has been dug up at his son's elementary school; in it are some chilling predictions -- some that have already occurred and others that are about to -- that lead him to believe his family plays a role in the events that are about to unfold. nicolascage rosebyrne chandlercanterbury alexproyas
6877,Failure to Launch,"comedy hotelmom romanticcomedy lying livingwithparents pretendrelationship to leave the nest, some men just need a little push. tripp, an attractive man in his thirties, is still living with his parents al and sue. tripp's best friends demo and ace are also still living in their parents' homes and seem proud of it. al and sue are not happy, however, and are fascinated when friends whose adult son has recently moved away from home reveal they hired an expert to arrange the matter and couldn't be happier with the result. matthewmcconaughey sarahjessicaparker zooeydeschanel tomdey"
10320,The Ring Two,drama horror thriller nun basedonnovel bathtub nightmare son sequel remake vision goodvsevil womanreporter mentalinstitution videotape evilchild the dead don't sleep. rachel keller must prevent evil samara from taking possession of her son's soul. naomiwatts simonbaker elizabethperkins hideonakata
50646,"Crazy, Stupid, Love.","comedy drama romance soulmates midlifecrisis marriagecrisis womanizer lawschool crazy relationship this is stupid cal weaver is living the american dream. he has a good job, a beautiful house, great children and a beautiful wife, named emily. cal's seemingly perfect life unravels, however, when he learns that emily has been unfaithful and wants a divorce. over 40 and suddenly single, cal is adrift in the fickle world of dating. enter, jacob palmer, a self-styled player who takes cal under his wing and teaches him how to be a hit with the ladies. stevecarell juliannemoore ryangosling glennficarra"
8920,Garfield,"animation comedy family competition moderator lasagne garfield get ready for frisky business. garfield, the fat, lazy, lasagna lover, has everything a cat could want. but when jon, in an effort to impress the liz - the vet and an old high-school crush - adopts a dog named odie and brings him home, garfield gets the one thing he doesn't want. competition. billmurray breckinmeyer jenniferlovehewitt peterhewitt"
13673,Christmas with the Kranks,"comedy family holiday christmas no! ho! ho! luther krank is fed up with the commerciality of christmas; he decides to skip the holiday and go on a vacation with his wife instead. but when his daughter decides at the last minute to come home, he must put together a holiday celebration. timallen jamieleecurtis danaykroyd joeroth"
60308,Moneyball,"drama underdog basedonnovel baseball teamwork sport partner meeting oaklandcalifornia strategy voiceover statistics what are you really worth? the story of oakland athletics general manager billy beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players. bradpitt jonahhill philipseymourhoffman bennettmiller"
6950,Outbreak,"action drama sciencefiction thriller river general research army serum monkey epidemic medicalresearch this animal carries a deadly virus... and the greatest medical crisis in the world is about to happen. a deadly airborne virus finds its way into the usa and starts killing off people at an epidemic rate. col sam daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the white house. dustinhoffman renerusso morganfreeman wolfgangpetersen"
225574,Non-Stop,"action thriller mystery airplane conspiracy airplanecrash cellphone hijack onenight mysterykiller the hijacking was just the beginning. bill marks is a burned-out veteran of the air marshals service. he views the assignment not as a life-saving duty, but as a desk job in the sky. however, today's flight will be no routine trip. shortly into the transatlantic journey from new york to london, he receives a series of mysterious text messages ordering him to have the government transfer $150 million into a secret account, or a passenger will die every 20 minutes. liamneeson juliannemoore scootmcnairy jaumecollet-serra"
13836,Race to Witch Mountain,"adventure family fantasy sciencefiction thriller action spacecraft laser teleportation telekinesis alien military duringcreditsstinger supernaturalpower mountain the race is on a taxi driver gets more than he bargained for when he picks up two teen runaways. not only does the pair possess supernatural powers, but they're also trying desperately to escape people who have made them their targets. dwaynejohnson annasophiarobb alexanderludwig andyfickman"
752,V for Vendetta,"action thriller fantasy detective vatican fascism satanism fascist dystopia government chancellor revenge personificationofsatan torture hatred maskedvigilante catholicism catholicpriest catholicguilt jesuit vengefulspirit activist irishcatholic vengeful jesuitpriest gnosticism occultism people should not be afraid of their governments. governments should be afraid of their people. in a world in which great britain has become a fascist state, a masked vigilante known only as 'v' conducts guerrilla warfare against the oppressive british government. when 'v' rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of britain. natalieportman hugoweaving stephenrea jamesmcteigue"
6038,Shanghai Knights,"action adventure comedy western londonengland indianterritory emperor revenge murder arrow duringcreditsstinger imperialseal a royal kick in the arse. the dynamic duo of chon wang and roy o'bannon return for another crazy adventure. this time, they're in london to avenge the murder of chon's father, but end up on an even bigger case. chon's sister is there to do the same, but instead unearths a plot to kill the royal family. no one believes her, though, and it's up to chon and roy (who has romance on his mind) to prove her right. jackiechan owenwilson fannwong daviddobkin"
9975,Curious George,"adventure animation comedy family museum productplacement balloon jungle monkey family prediction cargoship curiosity get carried away with the cutest little monkey around! when the man in the yellow hat befriends curious george in the jungle, they set off on a non-stop, fun-filled journey through the wonders of the big city toward the warmth of true friendship. willferrell drewbarrymore davidcross matthewo'callaghan"
11451,Herbie Fully Loaded,"comedy family adventure fantasy romance carrace victory car nascar womandirector start your engines... maggie peyton, the new owner of number 53 - the free-wheelin' volkswagen bug with a mind of its own - puts the car through its paces on the road to becoming a nascar competitor. lindsaylohan michaelkeaton mattdillon angelarobinson"
12103,Don't Say a Word,"thriller cemetery diamant suspense psychiatrist killer ...i'll never tell. when the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret.. michaeldouglas seanbean brittanymurphy garyfleder"
60304,Hansel & Gretel: Witch Hunters,"fantasy horror action witch blackmagic steampunk goodvsevil troll extremeviolence violence witchcraft evil witchhunt witchhunter evilwitch duringcreditsstinger hanselandgretel guns 3d classic tale. new twist. after getting a taste for blood as children, hansel and gretel have become the ultimate vigilantes, hell-bent on retribution. now, unbeknownst to them, hansel and gretel have become the hunted, and must face an evil far greater than witches... their past. jeremyrenner gemmaarterton famkejanssen tommywirkola"
2251,Unfaithful,"thriller drama adultery infidelity eroticism literature lover newyorkcity eroticthriller where do you go when you've gone too far? connie is a wife and mother whose 11-year marriage to edward has lost its sexual spark. when connie literally runs into handsome book collector paul, he sweeps her into an all-consuming affair. but edward soon becomes suspicious and decides to confront the other man. richardgere dianelane oliviermartinez adrianlyne"
46529,I Am Number Four,"action thriller sciencefiction adventure secretidentity alien teenageboy teenagehero alienteenager interspeciesromance basedonyoungadultnovel superpowers three like him have already been killed…he is number four. a teenage fugitive with an incredible secret races to stay one step ahead of the mysterious forces seeking destroy him in this sci-fi action thriller. with three dead and one on the run, the race to find the elusive number four begins. outwardly normal teen john smith never gets too comfortable in the same identity, and along with his guardian, henri, he is constantly moving from town to town. with each passing day, john gains a stronger grasp on his extraordinary new powers, and his bond to the beings that share his fantastic fate grows stronger. alexpettyfer timothyolyphant teresapalmer d.j.caruso"
